,proba_de,proba_not_de,bayes_factor,scale1,scale2,pseudocounts,delta,lfc_mean,lfc_median,lfc_std,lfc_min,lfc_max,raw_mean1,raw_mean2,non_zeros_proportion1,non_zeros_proportion2,raw_normalized_mean1,raw_normalized_mean2,is_de_fdr_0.05,comparison,group1,group2,log10_pvalue
ME3,0.9488,0.05120000000000002,2.9194583114251467,1.4440784e-06,3.9281094e-06,0.0,0.25,-1.8501693,-1.9088507,1.5860511,-9.052446,6.0671062,0.0007782101,0.0051282053,0.0007782101167315176,0.005128205128205128,0.013463844,0.018374078,True,NK cell vs cDC,NK cell,cDC,1.290730039024169
CERNA2,0.9484,0.05159999999999998,2.911254498449377,5.013653e-07,4.0724362e-06,0.0,0.25,-2.552188,-2.4433546,2.2948327,-11.595751,6.3845234,0.0,0.0051282053,0.0,0.005128205128205128,0.0,0.013075485,True,NK cell vs cDC,NK cell,cDC,1.287350298372789
AL121820.2,0.9484,0.05159999999999998,2.911254498449377,5.522078e-07,2.454157e-06,0.0,0.25,-2.1229384,-2.0677624,1.6207218,-9.612652,3.9323559,0.0,0.0051282053,0.0,0.005128205128205128,0.0,0.010452924,True,NK cell vs cDC,NK cell,cDC,1.287350298372789
CD248,0.9484,0.05159999999999998,2.911254498449377,6.4600245e-06,1.1705016e-06,0.0,0.25,2.1457222,2.1832886,2.298029,-7.3253765,10.628489,0.0031128405,0.0,0.0031128404669260703,0.0,0.04149108,0.0,True,NK cell vs cDC,NK cell,cDC,1.287350298372789
CLCA4-AS1,0.9482,0.05179999999999996,2.907175118698705,2.40619e-06,8.06986e-07,0.0,0.25,1.543392,1.6031609,1.0316335,-3.22468,4.612776,0.0015564202,0.0051282053,0.0015564202334630351,0.005128205128205128,0.012195513,0.013282064,True,NK cell vs cDC,NK cell,cDC,1.2856702402547673
ENTPD5,0.9476,0.0524,2.8950257006709337,2.4720282e-05,7.215626e-06,0.0,0.25,1.7183484,1.7280889,1.0636089,-2.2661934,5.1373396,0.015564202,0.020512821,0.014785992217898832,0.020512820512820513,0.22638768,0.05797122,True,NK cell vs cDC,NK cell,cDC,1.2806687130162733
PHYH,0.9476,0.0524,2.8950257006709337,0.000102328755,2.7003658e-05,0.0,0.25,2.052623,2.0857134,1.471007,-2.8377304,6.3639174,0.0614786,0.035897437,0.05758754863813229,0.035897435897435895,1.0397776,0.13615818,True,NK cell vs cDC,NK cell,cDC,1.2806687130162733
PDCD4-AS1,0.9476,0.0524,2.8950257006709337,4.3505537e-05,1.3788083e-05,0.0,0.25,1.6670692,1.7070775,1.0728916,-3.3188734,5.7945805,0.022568094,0.03076923,0.02178988326848249,0.03076923076923077,0.3158339,0.12893997,True,NK cell vs cDC,NK cell,cDC,1.2806687130162733
PHLDA3,0.9474,0.05259999999999998,2.8910050911871408,1.8006092e-06,8.243932e-06,0.0,0.25,-1.99631,-2.045844,2.4241414,-10.9148445,7.798996,0.0015564202,0.035897437,0.0015564202334630351,0.035897435897435895,0.014152762,0.19470827,True,NK cell vs cDC,NK cell,cDC,1.2790142558462612
AVIL,0.947,0.05300000000000005,2.88300700151439,1.4202086e-05,4.4698036e-06,0.0,0.25,1.6980721,1.7274108,1.1759733,-3.5985155,5.80447,0.005447471,0.010256411,0.005447470817120622,0.010256410256410256,0.07090447,0.03150267,True,NK cell vs cDC,NK cell,cDC,1.2757241303992106
GATA3-AS1,0.947,0.05300000000000005,2.88300700151439,1.140053e-06,2.026646e-07,0.0,0.25,1.8883207,1.9883022,2.516501,-6.7929764,11.042719,0.0007782101,0.0,0.0007782101167315176,0.0,0.0094214305,0.0,True,NK cell vs cDC,NK cell,cDC,1.2757241303992106
AC004803.1,0.9468,0.053200000000000025,2.879029303884215,4.086085e-06,1.1187623e-05,0.0,0.25,-1.7260088,-1.7577,1.2414091,-6.0844097,3.9723473,0.0023346303,0.03076923,0.0023346303501945525,0.03076923076923077,0.037275173,0.121408485,True,NK cell vs cDC,NK cell,cDC,1.2740883677049517
GK-IT1,0.9466,0.0534,2.8750656948042224,7.704445e-07,3.546552e-06,0.0,0.25,-2.143541,-2.1989222,1.9296203,-8.586624,5.2104664,0.0007782101,0.020512821,0.0007782101167315176,0.020512820512820513,0.011529039,0.0669396,True,NK cell vs cDC,NK cell,cDC,1.2724587429714436
FMNL3,0.946,0.05400000000000005,2.8632583478732596,6.284557e-05,2.736532e-05,0.0,0.25,1.466,1.535336,1.1305606,-4.8497906,4.8200293,0.026459144,0.051282052,0.025680933852140077,0.046153846153846156,0.35205436,0.17708091,True,NK cell vs cDC,NK cell,cDC,1.2676062401770312
FN3KRP,0.946,0.05400000000000005,2.8632583478732596,0.00015886707,6.3989624e-05,0.0,0.25,1.3249322,1.3037505,0.74668026,-1.4125834,4.14305,0.10661478,0.14871795,0.0980544747081712,0.14358974358974358,1.4596324,0.52010167,True,NK cell vs cDC,NK cell,cDC,1.2676062401770312
NXT2,0.9458,0.054200000000000026,2.859350047835406,6.522314e-05,2.6060346e-05,0.0,0.25,1.3109936,1.311501,0.73348314,-1.4580612,3.9667673,0.04357977,0.082051285,0.04357976653696498,0.07692307692307693,0.61976,0.3125896,True,NK cell vs cDC,NK cell,cDC,1.266000713461613
FUZ,0.9456,0.054400000000000004,2.8554553195417203,6.3081156e-05,2.5846866e-05,0.0,0.25,1.5867875,1.7266617,1.1508965,-3.7042255,5.3917294,0.029571984,0.06153846,0.029571984435797664,0.06153846153846154,0.39525598,0.17581727,True,NK cell vs cDC,NK cell,cDC,1.26440110030182
AL133445.2,0.9454,0.05459999999999998,2.8515740630356436,5.0183226e-06,1.4320651e-05,0.0,0.25,-1.6738186,-1.6701908,1.1379504,-5.409114,3.676466,0.0023346303,0.046153847,0.0023346303501945525,0.046153846153846156,0.022273373,0.16800685,True,NK cell vs cDC,NK cell,cDC,1.262807357295263
CHKA,0.9454,0.05459999999999998,2.8515740630356436,1.5958873e-05,4.7582762e-05,0.0,0.25,-1.837376,-1.8761907,1.2722535,-5.9038706,4.128337,0.010116732,0.13846155,0.010116731517509728,0.1282051282051282,0.120557055,0.531731,True,NK cell vs cDC,NK cell,cDC,1.262807357295263
HAUS4,0.9452,0.05479999999999996,2.8477061794568197,0.000100205216,0.00023879137,0.0,0.25,-1.3398181,-1.3725004,0.78578395,-3.7862396,2.25675,0.06381323,0.64102566,0.06147859922178988,0.4666666666666667,0.8006053,2.5241637,True,NK cell vs cDC,NK cell,cDC,1.2612194415156313
PTGR1,0.945,0.05500000000000005,2.843851571025116,1.861829e-06,5.3460435e-06,0.0,0.25,-1.6940715,-1.6743774,1.1176094,-6.283621,2.4180794,0.0007782101,0.0051282053,0.0007782101167315176,0.005128205128205128,0.011022806,0.02295526,True,NK cell vs cDC,NK cell,cDC,1.2596373105057557
B4GALT2,0.945,0.05500000000000005,2.843851571025116,4.0378477e-06,1.0510889e-06,0.0,0.25,1.8498894,1.9041138,1.5478302,-4.9010544,6.8497734,0.0038910506,0.0051282053,0.0038910505836575876,0.005128205128205128,0.043418497,0.013431653,True,NK cell vs cDC,NK cell,cDC,1.2596373105057557
ADAM23,0.9446,0.055400000000000005,2.8361817937898715,1.3059458e-06,6.638997e-07,0.0,0.25,-1.0849105,-1.0946522,3.299473,-12.102911,10.661902,0.0,0.0051282053,0.0,0.005128205128205128,0.0,0.014639467,True,NK cell vs cDC,NK cell,cDC,1.25649023527157
ZNF43,0.9446,0.055400000000000005,2.8361817937898715,5.684498e-05,2.0600477e-05,0.0,0.25,1.425073,1.4840932,0.91572297,-3.7141771,4.0633783,0.042023346,0.056410257,0.04124513618677043,0.05641025641025641,0.584104,0.1782558,True,NK cell vs cDC,NK cell,cDC,1.25649023527157
AC103810.2,0.9444,0.05559999999999998,2.8323664346874557,1.1533494e-06,3.494142e-06,0.0,0.25,-1.8178916,-1.8966923,1.953764,-7.861912,5.7970943,0.0,0.015384615,0.0,0.015384615384615385,0.0,0.056575023,True,NK cell vs cDC,NK cell,cDC,1.2549252084179428
DGKQ,0.9444,0.05559999999999998,2.8323664346874557,7.7336976e-05,2.5097546e-05,0.0,0.25,1.5931164,1.5938482,0.97012407,-1.5572519,5.313493,0.0614786,0.06666667,0.058365758754863814,0.06666666666666667,0.9379652,0.2570398,True,NK cell vs cDC,NK cell,cDC,1.2549252084179428
ADGRE1,0.9442,0.05579999999999996,2.828563970104445,1.1284865e-05,3.2063726e-05,0.0,0.25,-1.7090908,-1.8687844,1.6329665,-6.455371,6.597351,0.005447471,0.07692308,0.005447470817120622,0.07179487179487179,0.096271805,0.26530445,True,NK cell vs cDC,NK cell,cDC,1.2533658010624216
TFR2,0.944,0.05600000000000005,2.8247743074321585,1.2162913e-05,3.2119415e-06,0.0,0.25,1.9217688,1.9767876,1.4665421,-3.6649761,7.311552,0.0070038913,0.0051282053,0.007003891050583658,0.005128205128205128,0.10528952,0.016858006,True,NK cell vs cDC,NK cell,cDC,1.251811972993799
CRX,0.9436,0.056400000000000006,2.817233022322269,1.1762328e-05,4.305186e-06,0.0,0.25,1.4530342,1.5223742,1.027303,-3.9570522,4.8077183,0.008560311,0.010256411,0.008560311284046693,0.010256410256410256,0.13578646,0.037296455,True,NK cell vs cDC,NK cell,cDC,1.2487208960166576
AC007285.1,0.9434,0.056599999999999984,2.813481219562552,2.8513998e-06,8.6945065e-06,0.0,0.25,-1.7583996,-1.7812595,1.4635131,-7.7784014,4.153406,0.0023346303,0.03076923,0.0023346303501945525,0.03076923076923077,0.030528404,0.17525402,True,NK cell vs cDC,NK cell,cDC,1.2471835688117288
AMACR,0.9434,0.056599999999999984,2.813481219562552,2.7035128e-05,8.919736e-06,0.0,0.25,1.5716331,1.6183591,1.049528,-2.4998293,5.615528,0.017120622,0.010256411,0.017120622568093387,0.010256410256410256,0.24260508,0.03315654,True,NK cell vs cDC,NK cell,cDC,1.2471835688117288
DNAJC24,0.9434,0.056599999999999984,2.813481219562552,5.215872e-05,2.0279074e-05,0.0,0.25,1.4691268,1.5569034,1.1219106,-4.403722,5.6855335,0.038910504,0.056410257,0.03813229571984436,0.05641025641025641,0.49074987,0.19999653,True,NK cell vs cDC,NK cell,cDC,1.2471835688117288
AC104971.1,0.9432,0.05679999999999996,2.809741858041939,1.4418097e-06,5.0863173e-06,0.0,0.25,-1.8006082,-1.8395023,1.5901675,-7.6910267,4.063442,0.0015564202,0.015384615,0.0015564202334630351,0.015384615384615385,0.011294607,0.055348527,True,NK cell vs cDC,NK cell,cDC,1.2456516642889814
TUBG2,0.943,0.05700000000000005,2.806014849964779,1.0074295e-05,3.4510617e-06,0.0,0.25,1.5686426,1.508913,1.1512029,-3.0996685,7.19802,0.008560311,0.020512821,0.008560311284046693,0.020512820512820513,0.137772,0.12983522,True,NK cell vs cDC,NK cell,cDC,1.2441251443275083
HOXA7,0.9428,0.05720000000000003,2.8023001084577674,1.1208724e-06,3.5529542e-06,0.0,0.25,-2.124505,-2.1702452,2.197377,-9.248566,6.7287636,0.0007782101,0.015384615,0.0007782101167315176,0.015384615384615385,0.0092754485,0.037538,True,NK cell vs cDC,NK cell,cDC,1.2426039712069756
HOMER3-AS1,0.9424,0.057599999999999985,2.794907082195586,2.4778532e-07,1.0933289e-06,0.0,0.25,-2.0985806,-2.021821,1.9421425,-8.776659,8.135729,0.0,0.0,0.0,0.0,0.0,0.0,True,NK cell vs cDC,NK cell,cDC,1.2395775165767882
SRD5A1,0.9424,0.057599999999999985,2.794907082195586,3.438955e-05,9.3304385e-05,0.0,0.25,-1.4674925,-1.4667783,0.91713786,-5.491871,2.6686697,0.024902724,0.2717949,0.024902723735408562,0.2358974358974359,0.30989656,0.96780825,True,NK cell vs cDC,NK cell,cDC,1.2395775165767882
S100A8,0.9418,0.05820000000000003,2.7839074218687356,0.00099245,0.007407775,0.0,0.25,-1.9572892,-2.0136309,2.5028174,-9.102775,7.980004,0.5696498,14.333333,0.32529182879377433,0.8512820512820513,7.215732,74.557014,True,NK cell vs cDC,NK cell,cDC,1.2350770153501114
PLPPR2,0.9412,0.05879999999999996,2.7730136425053487,1.4489255e-05,4.1082905e-05,0.0,0.25,-1.6292534,-1.7057567,1.3642399,-6.168397,5.190466,0.0070038913,0.11794872,0.0062256809338521405,0.10256410256410256,0.06959896,0.4699913,True,NK cell vs cDC,NK cell,cDC,1.2306226739238617
AL121987.2,0.9412,0.05879999999999996,2.7730136425053487,1.5446952e-06,4.487089e-06,0.0,0.25,-1.6702063,-1.6267805,1.1728659,-7.15368,2.4504128,0.0,0.015384615,0.0,0.015384615384615385,0.0,0.046191808,True,NK cell vs cDC,NK cell,cDC,1.2306226739238617
BICD2,0.9408,0.05920000000000003,2.7658088769647486,6.9496455e-05,0.00015780695,0.0,0.25,-1.2243823,-1.2259927,0.7469864,-4.310568,2.3641062,0.035797667,0.37435898,0.034241245136186774,0.3128205128205128,0.5436894,1.4806615,True,NK cell vs cDC,NK cell,cDC,1.22767829327708
LINC02541,0.9404,0.059599999999999986,2.7586495854431625,3.2715067e-07,1.2668995e-06,0.0,0.25,-2.06807,-2.0283308,1.977607,-9.633566,6.8775845,0.0,0.0,0.0,0.0,0.0,0.0,True,NK cell vs cDC,NK cell,cDC,1.2247537402597637
LINC02573,0.9404,0.059599999999999986,2.7586495854431625,3.4538678e-07,4.8675525e-07,0.0,0.25,-1.4331132,-1.4871092,2.4989748,-10.178181,8.659998,0.0,0.0,0.0,0.0,0.0,0.0,True,NK cell vs cDC,NK cell,cDC,1.2247537402597637
MEST,0.9404,0.059599999999999986,2.7586495854431625,1.383015e-05,3.6906327e-05,0.0,0.25,-1.8185467,-1.8796196,1.7377014,-9.128115,5.521452,0.009338521,0.102564104,0.00933852140077821,0.09743589743589744,0.09433186,0.3653688,True,NK cell vs cDC,NK cell,cDC,1.2247537402597637
DIPK2A,0.9402,0.059799999999999964,2.755086801045413,5.1308853e-05,0.000116286865,0.0,0.25,-1.2684256,-1.2512369,0.72281396,-4.620039,1.3194427,0.033463035,0.31282052,0.0311284046692607,0.22564102564102564,0.38742855,1.046342,True,NK cell vs cDC,NK cell,cDC,1.2232988160115894
AC009093.2,0.94,0.06000000000000005,2.751535157013593,3.2952124e-05,8.153365e-05,0.0,0.25,-1.5408955,-1.6483073,1.2557393,-6.309803,4.5129776,0.020233463,0.24615385,0.019455252918287938,0.20512820512820512,0.29818374,0.92137575,True,NK cell vs cDC,NK cell,cDC,1.221848749616356
LCMT1-AS1,0.94,0.06000000000000005,2.751535157013593,1.1819827e-05,3.7284392e-06,0.0,0.25,1.6195422,1.6096735,1.1084651,-3.5426807,5.3750896,0.009338521,0.0051282053,0.00933852140077821,0.005128205128205128,0.115068026,0.016569322,True,NK cell vs cDC,NK cell,cDC,1.221848749616356
GSTZ1,0.9398,0.06020000000000003,2.747994578881558,2.7698788e-05,7.225254e-05,0.0,0.25,-1.5758938,-1.6032076,1.1410677,-5.6304226,3.0576344,0.0116731515,0.17435898,0.011673151750972763,0.15897435897435896,0.14651538,0.66638434,True,NK cell vs cDC,NK cell,cDC,1.2204035087421752
GIPR,0.9398,0.06020000000000003,2.747994578881558,7.822317e-06,2.6592503e-05,0.0,0.25,-1.4462525,-1.6840119,2.3409302,-9.0935135,7.749937,0.006225681,0.07692308,0.0062256809338521405,0.07179487179487179,0.10820082,0.2520245,True,NK cell vs cDC,NK cell,cDC,1.2204035087421752
GOLIM4,0.9392,0.060799999999999965,2.7374385062754003,3.5743367e-05,9.795843e-05,0.0,0.25,-2.059681,-2.1550565,1.6896815,-7.4723015,7.479438,0.021011673,0.26666668,0.0178988326848249,0.2153846153846154,0.2957248,0.89564145,True,NK cell vs cDC,NK cell,cDC,1.2160964207272653
OPHN1,0.9392,0.060799999999999965,2.7374385062754003,2.5859129e-06,6.0337197e-06,0.0,0.25,-1.8357525,-1.9074049,1.6797867,-7.789877,5.392187,0.0015564202,0.020512821,0.0015564202334630351,0.020512820512820513,0.022156358,0.07664014,True,NK cell vs cDC,NK cell,cDC,1.2160964207272653
GADD45G,0.9392,0.060799999999999965,2.7374385062754003,1.8195757e-05,5.7266116e-06,0.0,0.25,1.7190064,1.7853785,1.3441532,-3.3887005,6.1355066,0.0070038913,0.0,0.007003891050583658,0.0,0.18432492,0.0,True,NK cell vs cDC,NK cell,cDC,1.2160964207272653
SLC25A6,0.9388,0.06120000000000003,2.7304551217118043,0.00355751,0.0067503173,0.0,0.25,-0.9396927,-0.9685316,0.4848819,-2.4076352,1.3200092,2.57821,17.748718,0.8622568093385214,0.9692307692307692,35.47834,63.07688,True,NK cell vs cDC,NK cell,cDC,1.2132485778544386
B3GALT4,0.9388,0.06120000000000003,2.7304551217118043,0.00013542772,5.309998e-05,0.0,0.25,1.2723132,1.3244419,0.75163066,-2.5252142,3.503807,0.080933854,0.11794872,0.07859922178988327,0.11282051282051282,1.1466829,0.37940583,True,NK cell vs cDC,NK cell,cDC,1.2132485778544386
CA3-AS1,0.9388,0.06120000000000003,2.7304551217118043,3.361009e-06,5.628758e-06,0.0,0.25,-1.6732312,-1.8017683,2.1054251,-8.245958,8.065914,0.0015564202,0.020512821,0.0015564202334630351,0.020512820512820513,0.013701858,0.07694703,True,NK cell vs cDC,NK cell,cDC,1.2132485778544386
SLC30A7,0.9388,0.06120000000000003,2.7304551217118043,0.00019979301,8.148095e-05,0.0,0.25,1.305344,1.2947655,0.8596628,-2.6203232,4.6942635,0.12762646,0.1897436,0.11750972762645914,0.17435897435897435,1.867152,0.8146831,True,NK cell vs cDC,NK cell,cDC,1.2132485778544386
RAB35,0.9384,0.06159999999999999,2.723514275118579,0.00012306937,5.278377e-05,0.0,0.25,1.2272877,1.2243614,0.73299575,-2.0432663,4.039897,0.083268486,0.16923077,0.08015564202334631,0.14871794871794872,1.1431128,0.5978489,True,NK cell vs cDC,NK cell,cDC,1.2104192878355746
FTCDNL1,0.9384,0.06159999999999999,2.723514275118579,8.222441e-06,2.3877488e-05,0.0,0.25,-1.7567518,-1.7308254,1.354516,-7.2256613,3.6211767,0.0070038913,0.071794875,0.007003891050583658,0.06666666666666667,0.08404889,0.22242668,True,NK cell vs cDC,NK cell,cDC,1.2104192878355746
SPR,0.9384,0.06159999999999999,2.723514275118579,2.7396936e-06,7.4848285e-06,0.0,0.25,-1.7180834,-1.7149315,1.7828116,-8.483595,7.368497,0.0007782101,0.020512821,0.0007782101167315176,0.020512820512820513,0.016592966,0.06137484,True,NK cell vs cDC,NK cell,cDC,1.2104192878355746
MAEA,0.9382,0.061799999999999966,2.7200596302771367,0.00019894914,8.0915626e-05,0.0,0.25,1.2708198,1.2817764,0.7277116,-1.5200968,4.04852,0.13307393,0.20512821,0.12762645914396886,0.19487179487179487,1.8658551,0.72888374,True,NK cell vs cDC,NK cell,cDC,1.2090115249111844
ZNF558,0.9382,0.061799999999999966,2.7200596302771367,2.257293e-05,8.239337e-06,0.0,0.25,1.511746,1.5551124,1.0307823,-3.5146513,5.164196,0.014007783,0.015384615,0.014007782101167316,0.015384615384615385,0.21413337,0.048907995,True,NK cell vs cDC,NK cell,cDC,1.2090115249111844
CD14,0.938,0.062000000000000055,2.7166154133318035,5.6101082e-05,0.00033356127,0.0,0.25,-1.8513141,-1.8551841,2.418648,-8.450074,7.5055723,0.027237354,0.6615385,0.025680933852140077,0.3076923076923077,0.33450466,3.253661,True,NK cell vs cDC,NK cell,cDC,1.2076083105017457
PXMP4,0.938,0.062000000000000055,2.7166154133318035,5.452207e-05,2.2020458e-05,0.0,0.25,1.3531543,1.3885422,0.9817199,-3.983532,4.776741,0.032684825,0.041025642,0.031906614785992216,0.041025641025641026,0.4842427,0.14294614,True,NK cell vs cDC,NK cell,cDC,1.2076083105017457
TTC26,0.938,0.062000000000000055,2.7166154133318035,2.1871735e-06,6.537413e-06,0.0,0.25,-1.7816467,-1.8456411,2.133609,-9.549409,8.167105,0.0023346303,0.020512821,0.0023346303501945525,0.020512820512820513,0.04997086,0.061809417,True,NK cell vs cDC,NK cell,cDC,1.2076083105017457
AMPD2,0.9378,0.06220000000000003,2.713181556801915,5.6250803e-05,0.00014128073,0.0,0.25,-1.4286513,-1.4169278,0.9060408,-5.156227,1.8342018,0.039688718,0.3897436,0.03968871595330739,0.31794871794871793,0.5301594,1.4405539,True,NK cell vs cDC,NK cell,cDC,1.206209615309181
ADAM9,0.9378,0.06220000000000003,2.713181556801915,1.3588951e-05,4.4035387e-05,0.0,0.25,-1.9133416,-1.9332342,1.616509,-7.228113,6.5626736,0.008560311,0.11794872,0.008560311284046693,0.11794871794871795,0.114858024,0.51017594,True,NK cell vs cDC,NK cell,cDC,1.206209615309181
TMEM79,0.9376,0.06240000000000001,2.7097579938564973,3.362244e-05,1.1052066e-05,0.0,0.25,1.6019561,1.626956,1.1962382,-3.9378967,5.918401,0.025680933,0.025641026,0.025680933852140077,0.02564102564102564,0.4551553,0.07776112,True,NK cell vs cDC,NK cell,cDC,1.2048154103175759
GAPDH,0.9374,0.06259999999999999,2.706344658305962,0.005640491,0.010972203,0.0,0.25,-0.97726846,-1.0199969,0.61678505,-3.0722866,2.7483783,3.9758754,27.394873,0.9268482490272374,0.9897435897435898,51.59662,99.197334,True,NK cell vs cDC,NK cell,cDC,1.2034256667895704
CTLA4,0.9374,0.06259999999999999,2.706344658305962,1.070164e-05,1.7882622e-06,0.0,0.25,1.9781733,1.96451,2.0078225,-4.576374,9.967101,0.0023346303,0.0051282053,0.0023346303501945525,0.005128205128205128,0.03968813,0.013282064,True,NK cell vs cDC,NK cell,cDC,1.2034256667895704
AC018529.2,0.9374,0.06259999999999999,2.706344658305962,1.3551262e-06,3.9001093e-06,0.0,0.25,-1.728467,-1.6984615,1.4819298,-6.9711895,6.255995,0.0007782101,0.015384615,0.0007782101167315176,0.015384615384615385,0.012027976,0.08676466,True,NK cell vs cDC,NK cell,cDC,1.2034256667895704
LILRA6,0.9372,0.06279999999999997,2.702941484593913,6.9213725e-06,2.2315317e-05,0.0,0.25,-1.7715997,-1.7066956,1.7193098,-7.764141,7.6354446,0.0023346303,0.035897437,0.0023346303501945525,0.035897435897435895,0.024649013,0.1765735,True,NK cell vs cDC,NK cell,cDC,1.2020403562628041
CENPV,0.937,0.06299999999999994,2.699548407789103,4.4779383e-05,1.6186563e-05,0.0,0.25,1.5687371,1.6234813,1.2419297,-4.0919256,5.6128197,0.035019454,0.056410257,0.0311284046692607,0.05641025641025641,0.47437915,0.24156533,True,NK cell vs cDC,NK cell,cDC,1.2006594505464188
TIAM1,0.937,0.06299999999999994,2.699548407789103,2.7525044e-05,7.9189376e-05,0.0,0.25,-1.6722457,-1.698791,1.4039603,-7.2287016,4.6148825,0.017898833,0.16923077,0.0178988326848249,0.14871794871794872,0.24225914,0.722099,True,NK cell vs cDC,NK cell,cDC,1.2006594505464188
C11orf74,0.9368,0.06320000000000003,2.6961653635774967,1.5522535e-05,3.9680035e-05,0.0,0.25,-1.6297324,-1.6581216,1.1911045,-5.2606554,2.6880703,0.009338521,0.11794872,0.008560311284046693,0.11282051282051282,0.12793419,0.4634482,True,NK cell vs cDC,NK cell,cDC,1.1992829217176149
PYCR1,0.9364,0.06359999999999999,2.689429118717184,2.1492647e-06,8.913946e-06,0.0,0.25,-1.9091479,-1.8134212,1.9900886,-9.24601,5.185692,0.0015564202,0.020512821,0.0015564202334630351,0.015384615384615385,0.010967845,0.044872023,True,NK cell vs cDC,NK cell,cDC,1.1965428843515862
PPBP,0.9362,0.06379999999999997,2.6860757924569056,2.9913905e-05,4.668571e-05,0.0,0.25,-1.250817,-1.2094097,2.656255,-10.24928,10.4490795,0.010116732,0.17948718,0.00933852140077821,0.03076923076923077,0.17022304,0.6609069,True,NK cell vs cDC,NK cell,cDC,1.195179321278838
SCRN1,0.936,0.06399999999999995,2.682732247551694,2.3526994e-05,6.677888e-05,0.0,0.25,-1.7057152,-1.7645564,1.4422451,-7.0705585,4.7173986,0.015564202,0.1897436,0.01556420233463035,0.1641025641025641,0.2729864,0.8122521,True,NK cell vs cDC,NK cell,cDC,1.1938200260161131
NAALADL2,0.936,0.06399999999999995,2.682732247551694,1.8184946e-06,4.5759654e-07,0.0,0.25,1.7763638,1.840395,1.971078,-5.4296894,7.987096,0.0015564202,0.0,0.0015564202334630351,0.0,0.02083496,0.0,True,NK cell vs cDC,NK cell,cDC,1.1938200260161131
