Geneid,DZQV_mDC_rep4,925L_mDC_rep2,9JD4_mDC_rep1,G4YW_mDC_rep3,DZQV_NK_rep4,925L_NK_rep2,9JD4_NK_rep1,G4YW_NK_rep3
DHDDS,482,389,314,334,431,489,387,462
AL513365.2,20,38,24,18,3,29,14,22
HMGN2,2813,1725,2154,1645,1307,1109,1219,1632
RPS6KA1,5178,3315,6205,6092,5392,7168,4017,6680
AL512408.1,11,15,0,17,0,4,2,0
ARID1A,2118,2848,2118,1993,1837,2059,1774,2018
PIGV,233,219,147,243,236,336,637,381
ZDHHC18,326,952,386,388,110,318,240,259
SFN,0,0,4,0,0,0,0,2
GPN2,327,121,249,245,247,121,285,361
AL034380.1,0,0,0,0,0,0,0,0
GPATCH3,272,510,343,392,421,502,384,527
NUDC,1546,921,1406,921,892,789,844,1204
NR0B2,0,0,0,0,0,0,0,0
KDF1,0,0,0,0,0,0,0,0
TRNP1,3,9,6,0,0,1,0,0
TENT5B,32,19,26,11,0,0,0,0
SLC9A1,290,318,221,110,128,359,204,246
AL590640.1,0,0,0,0,0,0,0,0
WDTC1,381,466,229,164,392,551,384,370
TMEM222,430,351,326,477,624,636,520,985
SYTL1,1400,1338,1321,1526,3116,4257,2856,5127
MAP3K6,120,133,204,172,50,89,91,159
FCN3,0,0,0,0,0,0,0,0
CD164L2,8,0,0,0,0,0,0,0
GPR3,5,19,13,3,19,2,2,5
WASF2,4470,4253,4249,4185,3757,4738,3915,4549
FO393419.2,4,1,2,0,0,4,1,5
BX293535.1,0,1,0,0,0,3,0,2
AHDC1,41,29,36,32,85,89,72,50
FGR,12261,11836,12183,12741,15298,12563,11204,15853
LINC02574,22,11,5,5,0,0,0,0
IFI6,1544,86,420,479,283,82,143,225
AL445490.1,1,0,2,0,2,4,0,6
AL020997.5,5,0,0,0,1,1,5,0
FAM76A,495,493,637,560,622,610,599,698
STX12,1485,1164,1412,1207,576,621,649,593
AL020997.2,7,0,3,3,0,3,5,2
AL020997.3,3,6,11,8,1,5,8,4
AL020997.4,0,0,0,0,0,4,0,0
PPP1R8,410,467,470,337,510,389,523,368
THEMIS2,7837,5416,8917,5945,1256,3051,2865,1570
RPA2,1521,1315,1923,1469,2434,2385,2737,3039
SMPDL3B,47,45,42,21,20,0,8,11
AL512288.1,0,0,0,0,0,0,0,0
XKR8,467,308,499,401,551,698,403,690
EYA3,1059,761,1350,919,562,698,674,610
PTAFR,2607,3745,4925,4771,63,33,4,46
DNAJC8,2914,1716,2144,2251,2007,1319,1941,2579
ATP5IF1,284,372,353,551,638,929,740,996
AL353622.1,21,1,16,30,39,41,18,38
AL353622.2,0,0,0,3,1,0,0,1
SESN2,374,332,394,367,574,1231,851,1006
MED18,63,37,114,90,75,10,78,67
PHACTR4,775,548,832,446,587,758,723,815
RCC1,476,737,504,510,306,359,244,375
SNHG3,214,214,231,200,307,352,224,382
TRNAU1AP,288,385,255,223,265,302,378,413
SNHG12,202,270,199,171,371,331,275,503
TAF12,435,370,491,249,286,257,313,432
RAB42,1,0,0,0,0,0,0,0
LINC01715,0,0,0,0,3,2,1,2
AL360012.1,4,4,0,0,0,0,0,0
GMEB1,725,369,456,386,391,708,461,812
YTHDF2,2877,2015,3087,2455,2529,2694,2456,2807
OPRD1,0,0,0,2,0,0,0,7
AL009181.1,0,0,0,0,0,0,0,0
EPB41,1025,783,1050,734,1661,3187,2300,2033
TMEM200B,0,0,0,0,0,0,0,0
AL357500.1,0,0,0,0,0,0,0,0
SRSF4,2271,2138,2063,1801,1920,2267,1772,2305
MECR,244,123,273,178,162,99,178,215
AL590729.1,2,0,5,0,0,10,4,6
PTPRU,44,0,0,17,20,0,5,0
LINC01756,0,0,0,0,0,0,0,0
AC092265.1,0,0,0,0,0,0,0,0
AL645944.2,0,0,0,0,0,0,0,0
LINC01648,0,0,0,0,0,0,0,0
AL137076.1,0,0,0,0,0,0,0,0
AL161638.2,0,0,0,0,0,0,0,0
AL161638.1,0,0,0,0,0,0,0,0
MATN1,0,3,0,2,0,0,4,1
MATN1-AS1,69,60,26,29,45,65,65,79
AL137857.1,0,0,0,0,0,0,0,0
LAPTM5,24235,21642,20592,20351,10193,13374,8631,13378
AL137027.1,0,0,0,0,0,0,0,0
LINC01778,0,0,0,0,0,0,0,0
AL445235.1,0,0,0,0,2,0,0,0
SDC3,38,46,0,3,0,8,0,0
PUM1,2628,1713,2407,2498,2048,3011,2328,2985
NKAIN1,0,0,0,0,0,0,0,0
SNRNP40,1565,950,1361,1282,1033,805,938,1198
ZCCHC17,242,315,443,347,676,494,587,682
AL451070.1,0,0,0,0,1,0,3,8
FABP3,0,9,23,7,25,25,53,26
SERINC2,0,0,20,8,0,0,1,0
LINC01226,1,0,11,0,0,0,3,0
AC114488.1,0,0,0,0,0,0,0,0
TINAGL1,0,0,0,0,0,0,0,0
HCRTR1,13,10,10,3,8,5,0,11
PEF1,1293,886,1124,1196,1167,916,1426,1540
AC114488.2,27,18,7,7,10,17,14,15
AC114488.3,7,3,0,1,1,3,5,1
COL16A1,0,0,1,0,2,0,0,14
ADGRB2,0,0,0,0,94,91,65,167
AL354919.2,0,0,0,0,0,0,0,0
SPOCD1,0,2,0,0,0,0,0,1
AL354919.1,0,0,0,0,0,0,0,0
AL136115.2,3,0,7,5,1,0,8,2
PTP4A2,2970,6094,3574,4206,1422,5025,1991,6418
AL136115.1,33,29,16,29,6,6,35,26
AL136115.3,0,0,0,0,0,0,0,0
KHDRBS1,1327,1033,1168,1015,206,1019,712,999
AL445248.1,1,4,4,4,3,13,12,7
TMEM39B,639,580,590,666,331,206,272,359
KPNA6,2589,2136,2090,1992,2586,3185,2315,3252
AL049795.2,0,0,0,0,0,0,0,0
TXLNA,1972,1466,1842,1411,1601,2510,1871,2324
CCDC28B,71,32,125,45,155,89,186,250
AL049795.1,3,0,2,1,2,4,7,8
IQCC,11,8,19,6,25,40,66,59
DCDC2B,16,29,9,8,32,27,36,26
TMEM234,158,221,193,124,164,290,252,502
EIF3I,2689,1728,2072,1837,1331,851,1168,1868
FAM167B,0,0,0,0,0,2,1,9
LCK,9,4,7,1,8680,13751,9727,15337
HDAC1,2290,2448,2689,2228,3003,4134,3394,4262
MARCKSL1,167,172,303,64,40,47,38,76
AL109945.1,0,0,0,0,0,0,0,0
TSSK3,0,5,1,0,0,0,2,6
FAM229A,12,123,19,36,17,13,24,29
BSDC1,1149,961,1251,1099,1231,1805,1463,1625
ZBTB8B,0,0,0,0,0,2,1,1
ZBTB8A,16,5,24,8,4,14,4,18
ZBTB8OS,125,146,151,102,275,192,192,213
RBBP4,3627,3445,3719,3261,3635,3609,3177,3213
SYNC,0,0,0,3,0,0,0,0
AC114489.1,0,0,0,0,0,0,0,0
KIAA1522,126,107,85,30,6,0,11,4
YARS,1642,1889,1676,1535,3021,2272,3163,3582
S100PBP,512,280,640,329,575,508,841,1077
FNDC5,6,0,6,5,10,0,0,8
HPCA,0,0,0,0,0,0,0,0
TMEM54,0,0,0,0,0,0,0,0
AL031602.2,47,31,12,0,5,12,25,5
RNF19B,604,660,166,147,57,152,68,59
AL020995.1,1,13,6,13,14,11,2,5
AK2,3850,3424,3310,3953,1872,2033,1770,2036
AZIN2,1,0,0,5,43,126,66,281
TRIM62,129,102,100,72,245,348,186,324
AL662907.3,0,0,0,1,0,0,0,0
ZNF362,360,375,411,285,194,271,217,429
AL513327.3,2,0,1,0,7,1,0,0
A3GALT2,0,0,0,2,0,3,0,0
AL513327.1,6,10,20,17,14,23,25,9
PHC2,479,586,548,323,89,167,91,82
AL513327.2,0,0,0,0,5,0,0,0
ZSCAN20,29,16,20,6,84,52,36,32
CSMD2,1,0,1,0,0,0,1,0
HMGB4,0,0,0,0,0,0,0,0
CSMD2-AS1,0,0,0,0,0,0,0,0
C1orf94,0,0,0,0,0,0,0,0
AC099565.1,0,0,0,0,0,0,0,0
SMIM12,698,533,817,753,525,752,492,843
GJB5,0,0,0,0,0,0,0,0
GJB4,0,0,0,0,0,0,0,0
AL121988.1,0,0,0,0,0,0,0,1
GJB3,0,0,0,0,0,0,0,1
GJA4,0,0,0,0,0,0,0,0
AL122010.1,0,0,0,0,0,0,0,0
DLGAP3,10,6,7,4,1,2,1,12
TMEM35B,167,189,150,159,215,198,256,439
ZMYM6,1260,1786,1300,990,700,772,707,755
ZMYM1,248,261,229,141,160,600,385,432
AL590434.1,2,0,0,0,8,0,0,6
SFPQ,2590,4312,2059,1871,1172,1432,1422,1849
ZMYM4,717,1020,585,517,319,413,346,357
ZMYM4-AS1,7,2,5,10,3,9,19,10
KIAA0319L,1106,812,901,1009,1004,1489,1154,1370
NCDN,288,242,231,348,229,339,270,334
AC004865.2,9,11,12,22,73,41,63,121
TFAP2E,20,14,9,4,31,31,17,41
PSMB2,1088,1020,868,794,607,522,678,662
C1orf216,165,130,269,173,362,887,478,866
CLSPN,37,52,16,20,18,10,44,22
AL354864.1,0,0,0,0,0,0,0,0
AGO4,1043,1263,1273,1155,429,868,613,738
AGO1,968,1195,1279,834,731,1364,861,1144
AL139286.3,11,0,0,0,0,23,0,0
AL139286.2,0,0,0,0,0,0,0,0
AGO3,549,578,756,543,595,1017,878,839
AL138787.2,0,2,0,0,0,0,3,1
TEKT2,0,0,10,0,7,0,0,0
ADPRHL2,1057,477,1140,986,446,180,444,405
COL8A2,69,108,46,74,0,2,0,2
TRAPPC3,1368,965,1173,879,578,530,669,708
MAP7D1,108,264,156,82,44,88,73,112
THRAP3,3314,2143,2693,1780,2107,2371,2450,2945
SH3D21,3,2,18,29,14,29,21,28
EVA1B,0,0,0,0,0,0,0,0
AL591845.1,2,3,0,0,0,0,0,16
STK40,798,943,831,635,633,767,582,837
LSM10,378,317,368,324,144,164,178,242
OSCP1,10,19,25,14,8,13,29,13
MRPS15,404,367,368,309,130,207,141,230
CSF3R,7087,7024,6314,8948,92,23,41,54
AL596257.1,0,0,0,0,0,0,0,0
AC117945.2,0,0,0,0,0,0,0,0
AC117945.1,0,0,0,0,0,0,0,0
GRIK3,0,0,0,0,0,0,0,0
AL031430.1,0,0,0,0,0,0,0,0
AL353604.1,0,0,0,0,0,0,0,0
LINC01137,28,27,29,47,36,52,37,144
ZC3H12A,2580,1468,508,626,951,1061,469,591
MEAF6,1436,1167,1275,1040,1216,999,1359,1531
SNIP1,158,297,149,207,245,336,317,327
DNALI1,0,0,0,4,0,0,0,8
GNL2,1740,1758,1616,1575,775,969,772,878
AL513220.1,0,0,0,0,0,0,0,0
RSPO1,0,0,0,0,0,0,0,0
C1orf109,252,93,208,198,251,333,338,341
CDCA8,21,2,7,9,91,44,33,67
EPHA10,0,0,0,0,0,0,0,0
MANEAL,0,0,4,0,11,9,13,26
AL929472.3,0,0,0,0,0,0,0,0
YRDC,71,187,116,17,48,54,10,61
C1orf122,3,16,18,6,11,12,8,13
MTF1,798,774,718,743,390,559,494,693
AL929472.2,0,0,0,0,0,0,0,0
INPP5B,773,568,678,934,854,1337,693,1557
SF3A3,2354,2203,2419,1673,1465,1957,1716,1723
FHL3,671,433,608,569,418,613,656,1134
UTP11,382,356,456,489,334,235,251,274
POU3F1,0,0,0,0,0,0,0,0
MIR3659HG,0,0,0,0,0,0,0,0
LINC02786,0,0,0,0,0,0,0,0
AL390839.1,0,0,0,0,0,0,0,0
AL390839.2,0,0,0,0,0,0,0,0
LINC01343,0,0,0,0,0,0,0,0
LINC01685,0,0,0,0,0,0,0,0
AL354702.2,0,0,0,0,0,0,0,0
RRAGC,211,377,249,148,135,128,100,103
AL139260.1,4,9,9,1,3,9,4,15
MYCBP,1413,1242,1250,1308,567,665,680,622
GJA9,8,2,20,2,26,36,8,13
RHBDL2,1,0,1,0,0,8,0,0
AKIRIN1,3251,2678,3335,3261,1395,1895,2226,2369
NDUFS5,91,224,120,165,31,81,80,125
MACF1,2260,2761,2135,2076,5094,10674,7903,8970
AL356055.1,0,0,0,0,3,4,0,0
AL442071.2,0,6,4,0,0,0,0,6
AL442071.1,0,0,0,1,0,2,4,4
BMP8A,68,72,115,136,120,100,93,105
PABPC4,1197,2494,1040,1010,437,403,286,311
PABPC4-AS1,28,19,8,9,3,10,10,6
HEYL,9,0,0,10,0,0,0,0
AL035404.2,0,0,0,0,0,0,0,0
NT5C1A,0,0,0,0,0,0,0,0
HPCAL4,15,58,10,20,0,26,0,0
PPIE,644,405,545,412,832,570,864,854
BMP8B,31,1,22,14,52,89,9,24
OXCT2,2,7,1,2,0,1,0,0
BMP8B-AS1,0,0,0,0,0,0,0,0
AL033527.3,2,0,0,0,2,4,7,6
AL033527.4,22,9,5,12,1,13,11,19
LINC02811,3,6,3,0,0,0,0,0
TRIT1,497,639,592,585,60,134,151,161
MYCL,1707,2292,1891,1322,0,21,14,7
AL033527.2,1,0,0,0,0,0,0,0
MFSD2A,798,566,540,668,5,2,10,28
CAP1,13300,11271,13306,12399,8414,10173,7915,10438
PPT1,13908,12558,18430,14550,1098,1757,1410,1849
RLF,488,591,608,355,368,685,713,694
TMCO2,0,0,2,0,0,0,0,0
AL050341.2,76,109,60,84,108,39,62,59
ZMPSTE24,1117,937,1188,891,965,1060,1025,971
COL9A2,395,400,1441,351,7,57,8,17
SMAP2,2183,3089,2024,2655,748,928,763,699
AL031985.4,0,0,0,3,0,3,0,1
ZFP69B,31,0,71,11,13,44,7,43
AL031985.3,38,1,28,56,65,2,51,75
ZFP69,72,141,89,39,48,189,127,219
AL603839.3,0,1,0,0,0,3,2,10
EXO5,174,76,206,254,365,363,434,519
AL603839.1,0,0,0,0,0,0,0,0
AL603839.2,0,0,2,9,4,10,15,4
ZNF684,48,45,82,29,93,193,196,102
AL356379.2,0,0,0,0,0,0,0,1
RIMS3,21,1,9,25,7,79,16,32
AL031289.2,0,0,0,0,0,0,0,0
AL031289.1,0,0,1,2,0,0,0,0
NFYC-AS1,49,137,44,47,18,62,9,16
NFYC,1739,1105,1423,1431,956,724,859,1153
KCNQ4,0,6,0,8,0,5,0,6
CITED4,1,0,9,0,0,0,0,0
AC119677.1,0,0,0,0,0,0,0,0
AL391730.2,0,0,0,0,0,0,0,0
CTPS1,1079,954,839,730,1100,930,492,701
SLFNL1-AS1,37,77,28,11,17,21,7,25
SLFNL1,15,11,54,23,0,25,4,14
SCMH1,168,182,288,245,80,146,156,200
AC093151.8,14,0,0,0,0,1,0,0
AC093151.3,7,0,0,1,4,0,0,2
FOXO6,0,0,0,0,0,0,0,0
AC093151.2,0,4,0,0,0,0,1,1
EDN2,0,0,0,1,0,0,0,0
HIVEP3,1173,875,1462,1029,692,1958,1376,1436
AL445933.2,0,0,3,0,0,0,2,0
AC119676.1,0,0,0,0,0,0,0,0
AL158216.1,0,0,0,0,0,0,0,0
GUCA2B,0,0,0,0,0,0,0,0
GUCA2A,0,0,0,0,0,0,0,0
FOXJ3,1000,1233,1048,1169,1247,1930,1136,1875
AC096540.1,0,0,0,0,0,0,1,0
RIMKLA,0,0,0,0,0,2,21,10
ZMYND12,6,30,24,10,0,1,0,20
PPCS,1058,940,1043,977,937,793,843,1187
CCDC30,38,75,100,40,38,165,95,106
PPIH,100,89,73,45,96,144,81,124
AC098484.4,25,22,13,8,45,40,32,25
AC098484.2,1,0,0,0,0,0,2,1
YBX1,1164,1296,1700,582,200,380,363,364
CLDN19,15,0,0,0,0,0,0,1
P3H1,1070,1161,1027,1366,961,1006,819,951
C1orf50,25,46,94,79,61,118,63,78
AC098484.1,0,0,0,0,0,0,0,0
TMEM269,5,1,3,1,12,37,16,6
SVBP,42,58,66,40,57,37,23,61
ERMAP,331,456,276,323,133,173,118,113
AL512353.1,61,5,12,20,9,6,3,19
ZNF691,64,126,160,139,60,118,72,155
SLC2A1,1157,928,989,939,1633,2058,1570,2627
SLC2A1-AS1,1,0,3,13,0,8,0,3
AC099795.1,0,0,0,1,0,0,0,1
FAM183A,0,0,0,0,0,0,0,0
EBNA1BP2,499,414,420,304,252,164,218,391
CFAP57,0,0,1,2,0,0,0,0
TMEM125,0,0,0,4,7,0,0,2
C1orf210,0,0,0,0,0,0,0,0
TIE1,9,0,10,2,106,49,93,35
MPL,2,0,0,0,0,0,1,0
AL139289.3,1,0,3,0,0,0,0,0
AL139289.2,0,1,8,3,3,5,0,3
CDC20,34,24,11,4,6,4,22,4
ELOVL1,2295,1949,2688,2523,1898,1208,1462,2097
MED8,898,827,934,730,433,488,466,447
AL139289.1,4,16,3,6,12,18,11,3
SZT2,718,843,883,716,1037,1395,1101,1405
SZT2-AS1,0,0,0,0,0,0,0,0
HYI,0,0,0,0,0,0,0,0
HYI-AS1,2,18,7,4,4,0,8,5
PTPRF,22,12,2,0,0,0,0,0
KDM4A,726,427,896,497,499,615,825,864
KDM4A-AS1,25,32,17,12,17,40,34,76
ST3GAL3,236,106,323,147,164,478,229,358
AL451062.1,0,12,3,3,4,0,0,2
ARTN,0,0,0,0,0,0,0,0
AL357079.1,2,0,13,6,2,11,11,9
IPO13,378,280,637,224,106,600,481,820
AL357079.2,2,0,0,0,0,0,1,1
DPH2,709,425,686,858,708,532,529,718
ATP6V0B,3026,2755,3302,2428,862,742,804,971
B4GALT2,0,0,1,5,11,14,6,4
CCDC24,20,13,21,21,2,22,9,37
SLC6A9,0,0,0,0,0,0,0,0
AL139220.2,0,0,0,0,0,0,0,0
KLF17,0,0,0,0,0,0,0,0
KLF18,0,0,0,0,0,0,0,0
DMAP1,719,478,709,745,1133,1162,1072,1356
ERI3,337,259,323,332,238,167,179,212
ERI3-IT1,2,0,0,0,0,5,0,0
RNF220,219,342,251,146,130,245,182,294
TMEM53,9,25,31,37,55,15,30,38
ARMH1,80,37,69,48,0,0,5,0
KIF2C,0,0,19,1,105,25,58,17
AL592166.1,0,0,4,0,6,3,2,2
RPS8,770,1840,1211,1549,574,569,445,935
BEST4,13,0,6,17,0,6,0,15
PLK3,925,492,601,235,10,124,26,97
TCTEX1D4,9,2,5,1,0,0,0,0
BTBD19,172,264,80,44,5,2,0,15
PTCH2,24,30,14,23,9,7,18,16
EIF2B3,615,481,664,462,386,434,300,418
HECTD3,915,1014,936,1006,1032,1647,1295,1942
UROD,892,658,978,774,742,698,526,641
ZSWIM5,11,0,3,2,0,21,2,58
LINC01144,17,0,16,10,9,6,14,8
HPDL,19,0,0,9,4,0,14,5
MUTYH,240,295,355,403,479,481,396,635
TOE1,248,371,268,207,309,642,373,372
TESK2,211,175,184,257,199,187,82,175
CCDC163,0,63,9,32,26,30,32,41
MMACHC,56,13,49,72,18,40,47,42
PRDX1,801,734,696,612,148,182,269,345
AKR1A1,2317,1769,1925,1688,499,396,496,750
NASP,1205,1162,1240,1101,1116,1236,1097,1189
CCDC17,11,48,30,4,12,14,32,52
GPBP1L1,1861,1891,2290,1487,1881,2124,1857,1859
TMEM69,790,507,624,448,207,174,223,302
IPP,36,42,41,48,266,641,298,330
AL604028.1,0,0,2,0,1,4,1,11
MAST2,307,337,300,322,123,300,83,151
PIK3R3,20,57,131,39,275,416,195,257
AL358075.1,12,0,33,2,0,28,17,12
AL358075.2,0,0,0,0,0,0,0,0
TSPAN1,0,0,4,1,5,0,3,1
P3R3URF,0,0,0,0,0,0,0,0
POMGNT1,162,104,150,99,273,275,328,480
LURAP1,0,0,4,0,0,0,0,0
RAD54L,6,13,8,20,46,19,29,15
LRRC41,1719,1571,1751,2009,1241,1421,1144,1520
UQCRH,160,512,289,301,148,167,140,206
NSUN4,419,502,641,508,223,223,236,270
FAAH,387,233,665,346,31,24,42,75
LINC01398,0,0,0,0,0,0,0,0
DMBX1,0,0,0,0,0,0,0,0
TMEM275,0,0,0,0,0,0,0,0
MKNK1-AS1,9,5,13,4,0,30,5,8
KNCN,0,0,0,0,0,0,0,0
MKNK1,749,518,586,563,776,1057,536,723
MOB3C,228,195,350,315,335,348,443,361
ATPAF1,113,259,194,131,90,177,132,171
TEX38,24,2,14,7,0,14,14,14
EFCAB14-AS1,4,7,3,5,13,15,4,10
EFCAB14,3291,3173,3729,3176,4851,6903,5228,5490
CYP4B1,0,0,0,0,0,0,0,0
CYP4A11,0,0,0,0,0,0,0,0
CYP4X1,0,0,0,0,0,0,0,0
CYP4Z1,0,0,0,0,0,0,0,0
CYP4A22-AS1,0,0,0,0,0,0,0,0
CYP4A22,0,0,0,0,0,0,0,0
LINC00853,0,0,0,0,0,0,0,0
PDZK1IP1,0,1,0,0,0,3,0,1
TAL1,0,0,0,0,0,4,0,0
AL135960.1,0,0,0,0,0,0,0,0
STIL,11,68,68,17,69,1,5,4
CMPK1,1090,924,1568,809,849,2027,1051,1979
LINC01389,3,2,0,2,3,10,14,7
FOXE3,0,0,0,0,0,0,0,0
FOXD2-AS1,28,13,7,21,180,144,115,116
FOXD2,0,0,4,1,4,15,16,10
LINC01738,0,0,0,0,0,0,0,0
TRABD2B,0,0,0,0,0,0,0,0
AL691459.1,0,0,0,0,0,0,0,0
AC096541.1,0,0,0,0,0,0,0,0
LINC02794,0,0,0,0,0,0,0,0
AL356289.1,0,0,0,0,0,0,0,0
AL109659.1,0,0,0,0,0,0,0,0
SLC5A9,14,0,24,14,0,0,0,0
AL109659.2,10,1,9,12,6,0,0,0
SPATA6,168,44,174,60,24,14,42,4
AGBL4,2,0,0,9,0,0,0,0
AL391844.1,0,0,0,0,0,0,0,0
BEND5,63,35,66,37,9,8,4,6
AL645507.1,0,0,0,0,0,0,0,0
AC099788.1,0,0,0,0,0,0,0,0
AL590432.1,0,0,0,0,0,0,0,0
AGBL4-IT1,0,0,0,0,0,0,0,0
ELAVL4,31,24,19,5,0,0,0,0
AL592182.2,0,0,0,0,0,0,0,0
AL592182.1,0,0,0,0,0,0,0,0
LINC02808,0,0,0,0,0,0,0,0
AL592182.3,0,0,0,0,0,0,0,0
DMRTA2,0,0,0,0,0,0,0,0
AL049637.2,0,0,0,0,0,0,0,0
FAF1,163,235,122,128,70,247,148,175
AL049637.1,8,34,6,13,18,18,16,4
CDKN2C,10,29,59,13,48,55,40,54
C1orf185,0,0,0,0,0,0,0,0
LINC01562,0,0,0,0,4,1,13,1
RNF11,503,587,625,329,665,912,499,567
AL162430.2,0,3,1,0,4,0,8,0
TTC39A,6,0,1,3,0,0,3,0
TTC39A-AS1,0,0,0,0,0,0,0,0
EPS15,2067,1808,2014,1794,2435,4438,2994,3072
AC104170.2,0,0,3,0,2,1,0,5
AC104170.1,0,0,0,0,0,5,3,1
OSBPL9,1736,1341,1752,1578,1339,1367,1344,1575
NRDC,3564,3184,3271,2852,2841,3258,2558,2864
AL050343.2,31,41,41,37,11,57,64,9
AL050343.3,0,1,2,2,1,0,0,0
RAB3B,0,0,1,0,0,0,0,0
TXNDC12,1660,1089,1375,1010,937,633,828,1083
KTI12,245,263,330,282,320,308,160,201
AL445685.1,0,0,2,5,0,0,2,2
TXNDC12-AS1,0,0,2,1,5,0,2,7
BTF3L4,1621,1314,1397,1389,763,585,887,691
ZFYVE9,1,38,5,11,2,40,68,46
CC2D1B,208,247,405,256,579,1236,766,738
AL513218.1,0,0,0,0,10,3,0,3
AL513218.2,0,0,0,3,0,0,0,1
ORC1,22,91,30,8,44,52,26,38
PRPF38A,1335,972,1276,1321,1282,1316,1445,1630
TUT4,299,391,235,185,1152,1628,1456,1337
AL591167.1,0,0,0,0,0,0,11,1
GPX7,35,0,18,9,82,44,90,135
SHISAL2A,1,0,0,0,51,37,31,92
COA7,172,217,180,242,41,51,94,117
ZYG11B,452,577,744,334,146,470,324,335
ZYG11A,0,0,3,0,0,0,9,0
AC099677.4,0,0,0,0,0,0,4,0
ECHDC2,374,238,254,73,481,474,462,491
SCP2,3816,2099,2735,1966,2621,2034,2223,2291
PODN,0,0,0,0,406,259,102,168
AL445183.1,0,0,0,0,0,0,0,0
SLC1A7,0,0,0,0,94,606,236,442
AL445183.2,0,0,0,0,0,0,0,0
CPT2,373,248,441,522,134,181,172,245
AL606760.2,1,0,1,0,1,2,0,1
CZIB,375,304,434,249,316,376,438,545
AL606760.3,0,5,0,0,0,4,5,15
MAGOH,65,139,81,63,59,116,79,66
AL606760.1,0,0,7,1,2,0,0,0
LRP8,100,206,105,154,72,191,137,131
AL355483.3,0,0,0,0,0,0,0,0
AL355483.1,0,0,0,0,0,0,0,0
AL355483.2,0,0,0,1,0,0,0,9
LINC01771,0,0,0,0,0,6,2,14
AC119428.2,0,0,6,0,0,0,3,1
AC119428.1,0,0,1,0,0,0,2,0
LINC02812,20,98,54,83,2,0,1,2
DMRTB1,0,0,0,0,0,0,0,0
GLIS1,0,0,0,0,5,0,0,0
NDC1,325,135,391,368,299,581,363,464
YIPF1,735,615,687,617,413,501,382,571
DIO1,10,0,38,0,7,24,6,2
HSPB11,128,156,189,144,529,550,584,515
LRRC42,124,105,188,111,91,129,101,170
LDLRAD1,0,0,0,0,0,0,0,0
TMEM59,4172,2832,3219,2192,2587,1997,2542,2913
TCEANC2,204,216,347,307,243,483,179,317
CDCP2,0,0,1,0,0,0,0,0
AL357673.2,0,0,0,0,0,0,0,0
CYB5RL,67,157,62,44,61,184,23,89
MRPL37,1121,887,957,956,551,411,525,718
SSBP3,147,265,194,232,499,429,453,514
SSBP3-AS1,40,97,90,14,81,244,149,135
AL161644.1,23,0,19,10,40,222,129,65
AL035415.1,0,0,0,0,0,0,0,0
AC099796.2,0,0,0,0,0,0,0,0
LINC02784,0,0,0,0,0,0,0,0
ACOT11,224,123,136,202,20,23,31,13
FAM151A,1,0,4,5,0,0,0,4
AL590093.1,0,3,0,3,0,0,0,0
MROH7,37,243,49,52,0,5,0,0
TTC4,497,642,493,359,466,380,499,557
PARS2,81,1,71,83,28,56,25,58
TTC22,8,0,4,0,162,732,318,734
AC096536.1,0,0,0,0,0,14,10,6
LEXM,0,0,0,0,110,234,132,172
DHCR24,348,74,222,168,466,1145,701,651
AC096536.3,0,0,0,0,0,1,0,1
AC096536.2,0,0,0,0,0,1,0,0
DHCR24-DT,0,0,0,0,5,8,7,3
AL590440.2,0,0,0,0,0,0,0,0
TMEM61,0,0,0,0,0,0,0,0
AL590440.1,0,0,0,0,0,0,0,0
BSND,0,0,0,0,0,0,0,0
PCSK9,0,0,0,0,0,0,0,0
USP24,854,1101,1118,860,1741,3433,1708,1911
MIR4422HG,0,0,0,0,0,2,4,5
AL603840.1,0,0,0,0,0,0,0,0
LINC01755,0,0,0,0,0,0,0,0
LINC01753,0,0,0,0,0,0,0,0
AL353681.1,0,0,0,0,0,0,0,0
AC119674.1,0,0,0,0,0,0,0,0
LINC01767,0,0,0,0,0,0,0,0
PLPP3,0,0,9,0,0,0,0,0
PRKAA2,0,0,0,0,0,0,0,0
FYB2,0,0,0,0,0,0,0,0
AL360295.1,0,0,0,0,0,0,0,0
C8A,0,0,0,0,0,0,0,0
C8B,0,0,0,0,0,0,0,0
AL161740.1,0,0,0,0,0,0,0,0
DAB1,0,0,0,0,0,13,5,14
AL390243.1,0,0,0,0,0,0,0,0
DAB1-AS1,0,0,0,0,0,3,0,0
AL445193.2,0,0,0,0,0,0,0,0
OMA1,374,409,212,316,296,296,394,379
AL035411.3,0,4,2,0,0,3,0,0
TACSTD2,46,240,300,76,0,6,0,4
MYSM1,574,984,742,671,722,1186,915,1042
AL136985.3,1,1,12,1,0,0,0,0
JUN,6088,9425,1341,1242,3253,2983,894,585
LINC01135,28,31,6,5,20,32,44,26
AL136985.2,2,0,0,0,0,3,0,1
AL136985.1,0,0,0,0,0,2,1,1
LINC02777,10,0,0,1,5,7,18,20
LINC01358,0,5,1,6,24,10,36,15
AL592431.2,0,0,0,0,0,0,0,0
AL592431.1,0,0,0,0,0,0,0,1
AC093425.1,25,44,0,16,1,13,0,30
AC093424.1,0,2,0,4,0,4,0,6
FGGY,76,97,63,92,106,63,81,116
AL035416.1,0,0,0,0,0,0,0,0
HOOK1,3,1,0,0,0,19,12,27
